"","name","ticker","date"
"397","Yara International ASA","YAR","2020-01-17T08:00:01.81+01:00"
"398","Totens Sparebank","TOTG","2020-01-14T12:00:00+01:00"
"399","Scatec Solar ASA","SSO","2020-01-13T13:34:23.77+01:00"
"400","Norwegian Air Shuttle ASA","NAS","2020-01-13T10:54:24.417+01:00"
"401","Lerøy Seafood Group ASA","LSG","2020-01-08T08:00:01.93+01:00"
"402","Lerøy Seafood Group ASA","LSG","2020-01-08T08:00:01.883+01:00"
"403","Polarcus Limited","PLCS","2020-01-06T07:00:01.947+01:00"
"404","Fossberg Kraft Produksjon AS","FOKR","2020-05-30T13:21:58.493+02:00"
"405","Songa Container AS","SCT","2020-05-29T20:06:23.197+02:00"
"406","Endúr ASA","ENDUR","2020-05-29T17:21:47.023+02:00"
"407","Boa Offshore AS","BOAO","2020-05-29T16:31:00+02:00"
"408","BOA OCV AS","BOA","2020-05-29T16:31:00+02:00"
"409","Sand Hill Petroleum BV","SAHI","2020-05-29T16:18:12.713+02:00"
"410","Orkla Sparebank","OSPA","2020-05-29T13:02:03.457+02:00"
"411","CentralNic Group Plc","CNIC","2020-05-29T11:59:08.53+02:00"
"412","DigiPlex Norway Holding 2 AS","DPNH","2020-05-29T11:02:36.09+02:00"
"413","BidCo RelyOn Nutec A/S","BIDCR","2020-05-29T10:00:00+02:00"
"414","Jacktel AS","JACKT","2020-05-29T09:07:47.543+02:00"
"415","Jinhui Shipping and Transport. Ltd","JIN","2020-05-29T09:02:18.827+02:00"
"416","Northern Drilling Ltd.","NODL","2020-05-29T08:00:00+02:00"
"417","Northern Ocean Ltd.","NOL","2020-05-29T08:00:00+02:00"
"418","Aega ASA","AEGA","2020-05-29T08:00:00+02:00"
"419","Element ASA","ELE","2020-05-29T07:00:00+02:00"
"420","PetroNor E&P Limited","PNOR","2020-05-29T07:00:00+02:00"
"421","Jinhui Shipping and Transport. Ltd","JIN","2020-05-29T06:07:23.807+02:00"
"422","Navigator Holdings Ltd","NAVIG","2020-05-28T22:19:54.993+02:00"
"423","Navigator Holdings Ltd","NAVIG","2020-05-28T22:19:23.087+02:00"
"424","TEMPTON Personaldienstleistungen","TEMP","2020-05-28T20:05:00+02:00"
"425","Orkla ASA","ORK","2020-05-28T20:00:06.707+02:00"
"426","Orkla ASA","ORK","2020-05-28T20:00:06.44+02:00"
"427","GLX Holding","GLX","2020-05-28T17:49:05.223+02:00"
"428","SAS AB","SAS","2020-05-28T08:00:18.823+02:00"
"429","SAS AB","SAS","2020-05-28T08:00:18.747+02:00"
"430","Hospitality Invest AS","HOIN","2020-05-28T08:00:00+02:00"
"431","Tine SA","TINE","2020-05-28T08:00:00+02:00"
"432","Panoro Energy ASA","PEN","2020-05-28T07:30:29.277+02:00"
"433","Höegh LNG Holdings Ltd","HLNG","2020-05-28T07:00:18.32+02:00"
"434","ADS Crude Carriers Plc","ADSC-ME","2020-05-28T07:00:00+02:00"
"435","Altera Shuttle Tankers LLC","AST","2020-05-27T16:30:00+02:00"
"436","Byggma ASA","BMA","2020-05-27T14:34:41.037+02:00"
"437","Golden Ocean Group Limited","GOGL","2020-05-27T13:57:46.35+02:00"
"438","Golden Ocean Group Limited","GOGL","2020-05-27T08:00:21.383+02:00"
"439","MPC Container Ships Invest B.V.","MPCBV","2020-05-27T08:00:10.037+02:00"
"440","MPC Container Ships ASA","MPCC","2020-05-27T08:00:09.663+02:00"
"441","Norlandia Health & Care Group AS","NHC","2020-05-27T08:00:00+02:00"
"442","Solon Eiendom ASA","SOLON","2020-05-27T08:00:00+02:00"
"443","Reach Subsea ASA","REACH","2020-05-27T07:50:00+02:00"
"444","Klaveness Combination Carriers ASA","KCC","2020-05-27T07:00:00+02:00"
"445","Axxis Geo Solutions ASA","AGS","2020-05-27T07:00:00+02:00"
"446","DOF Subsea AS","DOFSUB","2020-05-27T07:00:00+02:00"
"447","Pexip Holding ASA","PEXIP","2020-05-27T06:00:00+02:00"
"448","Star Bulk Carriers Corp.","SBLK","2020-05-27T00:05:00+02:00"
"449","Prosafe SE","PRS","2020-05-26T11:44:41.427+02:00"
"450","Magnora ASA","MGN","2020-05-26T08:30:00+02:00"
"451","BW LPG Limited","BWLPG","2020-05-26T08:00:24.033+02:00"
"452","Floatel International Ltd","FLOAT","2020-05-26T07:54:09.24+02:00"
"453","Ice Group Scandinavia Holdings AS","IGSH","2020-05-25T12:52:53.09+02:00"
"454","Hafnia Limited","HAFNIA","2020-05-25T08:33:16.323+02:00"
"455","RomReal Ltd.","ROM","2020-05-21T21:00:02.707+02:00"
"456","Star Bulk Carriers Corp.","SBLK","2020-05-21T16:53:51.293+02:00"
"457","Star Bulk Carriers Corp.","SBLK","2020-05-21T16:53:23.523+02:00"
"458","Beerenberg AS","BBERG","2020-05-20T13:32:59.213+02:00"
"459","Olav Thon Eiendomsselskap ASA","OLT","2020-05-20T13:00:00+02:00"
"460","Olav Thon Eiendomsselskap ASA","OLT","2020-05-20T13:00:00+02:00"
"461","MPC Container Ships ASA","MPCC","2020-05-20T12:00:22.097+02:00"
"462","Norled AS","NRLD","2020-05-20T10:22:46.277+02:00"
"463","Borgestad ASA","BOR","2020-05-20T08:00:00+02:00"
"464","Posten Norge AS","POSTEN","2020-05-20T08:00:00+02:00"
"465","Posten Norge AS","POSTEN","2020-05-20T08:00:00+02:00"
"466","Multiconsult ASA","MULTI","2020-05-20T07:00:31.713+02:00"
"467","Selvaag Bolig ASA","SBO","2020-05-20T07:00:27.743+02:00"
"468","Selvaag Bolig ASA","SBO","2020-05-20T07:00:27.697+02:00"
"469","NRC Group ASA","NRC","2020-05-20T07:00:16.977+02:00"
"470","Norwegian Energy Company ASA","NOR","2020-05-20T07:00:14.007+02:00"
"471","Hexagon Composites ASA","HEX","2020-05-20T07:00:05.227+02:00"
"472","Bouvet ASA","BOUVET","2020-05-19T07:00:00+02:00"
"473","Bouvet ASA","BOUVET","2020-05-19T07:00:00+02:00"
"474","EAM Solar ASA","EAM","2020-05-19T07:00:00+02:00"
"475","SalMar ASA","SALM","2020-05-19T06:30:04.527+02:00"
"476","SalMar ASA","SALM","2020-05-19T06:30:04.433+02:00"
"477","Tysnes Sparebank","TYSB-ME","2020-05-18T08:21:11.587+02:00"
"478","Tinn Sparebank","TNSB","2020-05-18T07:53:47.783+02:00"
"479","Drangedal Sparebank","DTSB","2020-05-15T21:00:26.177+02:00"
"480","Haltdalen Sparebank","HDSB","2020-05-15T18:16:24.59+02:00"
"481","Wilh. Wilhelmsen Holding ASA","WWI","2020-05-15T18:00:00+02:00"
"482","Ørland Sparebank","ORLSB","2020-05-15T16:11:28.477+02:00"
"483","Hemne Sparebank","SBHEMN","2020-05-15T15:49:37.327+02:00"
"484","SpareBank 1 BV","SBVG","2020-05-15T14:34:37.467+02:00"
"485","Valle Sparebank","VASB","2020-05-15T14:22:44.097+02:00"
"486","Sunndal Sparebank","SUNSB-ME","2020-05-15T13:28:19.67+02:00"
"487","Luster Sparebank","LUSB","2020-05-15T12:53:51.553+02:00"
"488","SpareBank 1 Nordvest","SNOR","2020-05-15T11:59:03.237+02:00"
"489","SpareBank 1 Østfold Akershus","SOAG","2020-05-15T11:16:17.607+02:00"
"490","Sparebanken Narvik","NASB","2020-05-15T11:00:00+02:00"
"491","Ofoten Sparebank","OFSB","2020-05-15T09:19:22.427+02:00"
"492","Ofoten Sparebank","OFSB","2020-05-15T09:18:30.497+02:00"
"493","Pandion Energy AS","PANE","2020-05-15T09:11:16.903+02:00"
"494","OTIGA Group AS","OTIG","2020-05-15T09:00:00+02:00"
"495","Sparebanken Din","SBDIN","2020-05-15T08:47:38.78+02:00"
"496","Voss Sparebank","VOSSB","2020-05-15T08:44:07.97+02:00"
"497","Selbu Sparebank","SELB","2020-05-15T08:40:01.193+02:00"
"498","Melhus Sparebank","MELG","2020-05-15T08:32:37.097+02:00"
"499","Haltdalen Sparebank","HDSB","2020-05-15T08:21:15.643+02:00"
"500","AF Gruppen ASA","AFG","2020-05-15T08:15:00+02:00"
"501","AF Gruppen ASA","AFG","2020-05-15T08:15:00+02:00"
"502","Haugesund Sparebank","HGSB","2020-05-15T08:14:07.58+02:00"
"503","Glitre Energi AS","GLITRE","2020-05-15T08:00:00+02:00"
"504","BRAbank ASA","BRA-ME","2020-05-15T07:44:47.88+02:00"
"505","AF Gruppen ASA","AFG","2020-05-15T07:21:40.687+02:00"
"506","AF Gruppen ASA","AFG","2020-05-15T07:21:40.657+02:00"
"507","Belships ASA","BEL","2020-05-15T07:18:29.437+02:00"
"508","poLight ASA","PLT","2020-05-15T07:00:24.993+02:00"
"509","Sbanken ASA","SBANK","2020-05-15T07:00:04.853+02:00"
"510","Sbanken ASA","SBANK","2020-05-15T07:00:04.73+02:00"
"511","Sbanken Boligkreditt AS","SBANBK","2020-05-15T07:00:03.15+02:00"
"512","ETNE SPAREBANK","ETNE","2020-05-15T07:00:00+02:00"
"513","AF Gruppen ASA","AFG","2020-05-15T07:00:00+02:00"
"514","AF Gruppen ASA","AFG","2020-05-15T07:00:00+02:00"
"515","Infront ASA","INFRNT","2020-05-15T07:00:00+02:00"
"516","Diana Shipping Inc","DIASH","2020-05-14T21:08:01.343+02:00"
"517","Opdals Sparebank","OPSB","2020-05-14T18:15:55.473+02:00"
"518","Flekkefjord Sparebank","FFSB","2020-05-14T16:49:41.523+02:00"
"519","Aasen Sparebank","AASB-ME","2020-05-14T16:07:19.033+02:00"
"520","Ziton A/S","ZITON","2020-05-14T16:00:00+02:00"
"521","Ziton A/S","ZITON","2020-05-14T16:00:00+02:00"
"522","SpareBank 1 Søre Sunnmøre","SBSS","2020-05-14T15:55:00+02:00"
"523","AF Gruppen ASA","AFG","2020-05-14T15:30:00+02:00"
"524","AF Gruppen ASA","AFG","2020-05-14T15:30:00+02:00"
"525","Orkla Sparebank","OSPA","2020-05-14T15:29:35.34+02:00"
"526","Eika Gruppen AS","EIKA","2020-05-14T15:15:00+02:00"
"527","Eika Forsikring AS","EIKF","2020-05-14T15:15:00+02:00"
"528","IDEX Biometrics ASA","IDEX","2020-05-14T14:34:55.547+02:00"
"529","Nordea Direct Boligkreditt AS","NDBO","2020-05-14T13:08:45.623+02:00"
"530","SpareBank 1 BV","SBVG","2020-05-14T12:51:03.093+02:00"
"531","Surnadal Sparebank","SUSB-ME","2020-05-14T12:20:00+02:00"
"532","Hjartdal og Gransherad Sparebank","HJGSB","2020-05-14T12:07:28.613+02:00"
"533","Kvinesdal Sparebank","KDSB","2020-05-14T11:48:28.453+02:00"
"534","Strømmen Sparebank","STSB","2020-05-14T10:56:53.95+02:00"
"535","Hegra Sparebank","HESB","2020-05-14T09:43:08.867+02:00"
"536","RørosBanken","ROSB","2020-05-14T08:49:33.487+02:00"
"537","Ørskog Sparebank","ORSP","2020-05-14T08:32:54.593+02:00"
"538","Bouvet ASA","BOUVET","2020-05-14T08:31:41.87+02:00"
"539","Bouvet ASA","BOUVET","2020-05-14T08:31:41.697+02:00"
"540","Navamedic ASA","NAVA","2020-05-14T08:00:15.587+02:00"
"541","Navamedic ASA","NAVA","2020-05-14T08:00:15.557+02:00"
"542","Ultimovacs ASA","ULTIMO","2020-05-14T08:00:00+02:00"
"543","Sogn Sparebank","SOGN","2020-05-14T07:55:00+02:00"
"544","Lerøy Seafood Group ASA","LSG","2020-05-14T07:50:39.637+02:00"
"545","Lerøy Seafood Group ASA","LSG","2020-05-14T07:50:34.357+02:00"
"546","Jæren Sparebank","JAEREN","2020-05-14T07:45:00+02:00"
"547","Mutares SE & CO KGaA","MTRS","2020-05-14T07:30:00+02:00"
"548","S.D. Standard Drilling Plc","SDSD","2020-05-14T07:15:00+02:00"
"549","Surnadal Sparebank","SUSB-ME","2020-05-14T07:11:04.457+02:00"
"550","Saga Tankers ASA","SAGA","2020-05-14T07:05:03.503+02:00"
"551","Insr Insurance Group ASA","INSR","2020-05-14T07:00:17.303+02:00"
"552","Ice Group ASA","ICE","2020-05-14T07:00:06.46+02:00"
"553","Fjordkraft Holding ASA","FKRAFT","2020-05-14T07:00:00+02:00"
"554","Austevoll Seafood ASA","AUSS","2020-05-14T07:00:00+02:00"
"555","Austevoll Seafood ASA","AUSS","2020-05-14T07:00:00+02:00"
"556","Lerøy Seafood Group ASA","LSG","2020-05-14T06:30:07.98+02:00"
"557","Lerøy Seafood Group ASA","LSG","2020-05-14T06:30:07.247+02:00"
"558","Okeanis Eco Tankers Corp.","OET","2020-05-14T06:30:00+02:00"
"559","NTS ASA","NTS","2020-05-13T23:00:00+02:00"
"560","Andebu Sparebank","ANSB","2020-05-13T20:25:27.387+02:00"
"561","Blaker Sparebank","BLSB","2020-05-13T18:57:39.763+02:00"
"562","Eidesvik Offshore ASA","EIOF","2020-05-13T17:00:00+02:00"
"563","SØGNE OG GREIPSTAD SPAREBANK","SOGSB","2020-05-13T15:40:25.29+02:00"
"564","Avinor AS","AVINOR","2020-05-13T15:25:06.023+02:00"
"565","Avinor AS","AVINOR","2020-05-13T14:26:36.037+02:00"
"566","Nordea Direct Bank ASA","NDB","2020-05-13T13:40:13.02+02:00"
"567","IDEX Biometrics ASA","IDEX","2020-05-13T13:00:29.64+02:00"
"568","Skue Sparebank","SKUE","2020-05-13T12:58:51.027+02:00"
"569","Grong Sparebank","GRONG-ME","2020-05-13T12:49:12.627+02:00"
"570","Selvaag Bolig ASA","SBO","2020-05-13T11:09:03.597+02:00"
"571","Selvaag Bolig ASA","SBO","2020-05-13T11:05:19.45+02:00"
"572","Rindal Sparebank","RISB","2020-05-13T10:29:50.15+02:00"
"573","Bien Sparebank ASA","SBBIG","2020-05-13T09:16:01.097+02:00"
"574","Bonheur ASA","BON","2020-05-13T08:05:15.457+02:00"
"575","SSB Boligkreditt AS","SSBB","2020-05-13T08:05:00+02:00"
"576","Stadsbygd Sparebank","SBSB","2020-05-13T08:01:17.967+02:00"
"577","Odfjell Drilling Ltd","ODL","2020-05-13T08:00:49.81+02:00"
"578","Bonheur ASA","BON","2020-05-13T08:00:15.893+02:00"
"579","Odfjell Drilling Ltd","ODL","2020-05-13T08:00:13.687+02:00"
"580","Fjord1 ASA","FJORD","2020-05-13T08:00:00+02:00"
"581","Fjord1 ASA","FJORD","2020-05-13T08:00:00+02:00"
"582","Questerre Energy Corporation","QEC","2020-05-13T08:00:00+02:00"
"583","Lillestrøm Sparebank","LSTSB-ME","2020-05-13T08:00:00+02:00"
"584","Sandnes Sparebank","SADG","2020-05-13T08:00:00+02:00"
"585","Goodtech ASA","GOD","2020-05-13T07:55:00+02:00"
"586","Sparebanken Øst Boligkreditt AS","SPOBK","2020-05-13T07:55:00+02:00"
"587","Sparebanken Øst","SPOG","2020-05-13T07:55:00+02:00"
"588","SpareBank 1 Nord-Norge","NONG","2020-05-13T07:30:47.643+02:00"
"589","SpareBank 1 Nord-Norge","NONG","2020-05-13T07:30:27.75+02:00"
"590","Shelf Drilling, Ltd.","SHLF","2020-05-13T07:20:31.167+02:00"
"591","Komplett Bank ASA","KOMP","2020-05-13T07:00:00+02:00"
"592","Mowi ASA","MOWI","2020-05-13T06:30:09.383+02:00"
"593","Mowi ASA","MOWI","2020-05-13T06:30:08.54+02:00"
"594","OBOS Boligkreditt AS","OBBK","2020-05-12T17:41:29.847+02:00"
"595","OBOS Boligkreditt AS","OBBK","2020-05-12T17:40:57.127+02:00"
"596","OBOS-banken AS","OBOSBK","2020-05-12T17:39:36.527+02:00"
"597","OBOS BBL","OBOS","2020-05-12T17:37:21.85+02:00"
"598","Nordea Eiendomskreditt AS","NOKR","2020-05-12T14:23:19.43+02:00"
"599","Arendal og Omegns Sparekasse","ARSP","2020-05-12T08:50:41.76+02:00"
"600","SATS ASA","SATS","2020-05-12T07:30:00+02:00"
"601","Self Storage Group ASA","SSG","2020-05-12T07:00:13.153+02:00"
"602","Observe Medical ASA","OBSERV","2020-05-12T07:00:10.327+02:00"
"603","NEXT Biometrics Group ASA","NEXT","2020-05-12T07:00:00+02:00"
"604","Magseis Fairfield ASA","MSEIS","2020-05-12T07:00:00+02:00"
"605","Askim og Spydeberg Sparebank","ASKSB","2020-05-11T19:00:00+02:00"
"606","Infront ASA","INFRNT","2020-05-11T18:20:31.447+02:00"
"607","NTS ASA","NTS","2020-05-11T16:03:53.65+02:00"
"608","Fana Sparebank","FSB","2020-05-11T14:47:43.89+02:00"
"609","Hjelmeland Sparebank","HJSB","2020-05-11T08:07:18.217+02:00"
"610","Hjelmeland Sparebank","HJSB","2020-05-11T08:07:18.117+02:00"
"611","Nidaros Sparebank","NISB-ME","2020-05-08T14:36:55.607+02:00"
"612","Austevoll Seafood ASA","AUSS","2020-05-08T14:30:00+02:00"
"613","Austevoll Seafood ASA","AUSS","2020-05-08T14:30:00+02:00"
"614","Verd Boligkreditt AS","VEBK","2020-05-08T13:37:41.303+02:00"
"615","Lerøy Seafood Group ASA","LSG","2020-05-08T13:36:46.817+02:00"
"616","Lerøy Seafood Group ASA","LSG","2020-05-08T13:36:46.8+02:00"
"617","AF Gruppen ASA","AFG","2020-05-08T11:15:00+02:00"
"618","AF Gruppen ASA","AFG","2020-05-08T11:15:00+02:00"
"619","Nidaros Sparebank","NISB-ME","2020-05-08T08:57:33.517+02:00"
"620","Scana ASA","SCANA","2020-05-08T08:45:00+02:00"
"621","BW LPG Limited","BWLPG","2020-05-08T08:00:50.353+02:00"
"622","AKVA group ASA","AKVA","2020-05-08T08:00:07.87+02:00"
"623","Zalaris ASA","ZAL","2020-05-08T07:02:59.897+02:00"
"624","Aker ASA","AKER","2020-05-08T07:00:35.43+02:00"
"625","Elkem ASA","ELK","2020-05-08T07:00:17.163+02:00"
"626","Scatec Solar ASA","SSO","2020-05-08T07:00:07.817+02:00"
"627","Fjord1 ASA","FJORD","2020-05-07T17:54:49.097+02:00"
"628","Fjord1 ASA","FJORD","2020-05-07T17:54:16.327+02:00"
"629","GasLog Ltd","GLOG","2020-05-07T17:16:12.217+02:00"
"630","Arendals Fossekompani ASA","AFK","2020-05-07T16:30:00+02:00"
"631","GasLog Ltd","GLOG","2020-05-07T14:53:22.423+02:00"
"632","Sparebanken Sør","SOR","2020-05-07T14:00:00+02:00"
"633","Bank2 ASA","BANKTO","2020-05-07T13:33:10.567+02:00"
"634","Eidsiva Energi AS","EIEN","2020-05-07T12:41:04.23+02:00"
"635","Zwipe AS","ZWIPE-ME","2020-05-07T08:30:06.737+02:00"
"636","SR-Boligkreditt AS","SRBOL","2020-05-07T08:30:00+02:00"
"637","SR-Boligkreditt AS","SRBOL","2020-05-07T08:30:00+02:00"
"638","Sparebanken Vest","SVEG","2020-05-07T08:28:40.59+02:00"
"639","Wilson ASA","WILS","2020-05-07T08:27:46.137+02:00"
"640","Sparebanken Vest","SVEG","2020-05-07T08:26:17.397+02:00"
"641","Euronav Luxembourg S.A.","EULU","2020-05-07T08:00:42.383+02:00"
"642","Statkraft AS","STAEN","2020-05-07T08:00:04.243+02:00"
"643","Statkraft AS","STAEN","2020-05-07T08:00:04.037+02:00"
"644","Instabank ASA","INSTA-ME","2020-05-07T07:36:43.997+02:00"
"645","SpareBank 1 SR-Bank ASA","SRBANK","2020-05-07T07:30:28.623+02:00"
"646","SpareBank 1 SR-Bank ASA","SRBANK","2020-05-07T07:30:26.95+02:00"
"647","Sparebanken Vest Boligkreditt AS","SBVB","2020-05-07T07:30:00+02:00"
"648","Sparebanken Telemark","SBTE","2020-05-07T07:15:00+02:00"
"649","Veidekke ASA","VEI","2020-05-07T07:00:30.01+02:00"
"650","Targovax ASA","TRVX","2020-05-07T07:00:29.853+02:00"
"651","Odfjell SE","ODF","2020-05-07T07:00:29.59+02:00"
"652","Odfjell SE","ODF","2020-05-07T07:00:29.027+02:00"
"653","Veidekke ASA","VEI","2020-05-07T07:00:28.73+02:00"
"654","NEL ASA","NEL","2020-05-07T07:00:28.48+02:00"
"655","Techstep ASA","TECH","2020-05-07T07:00:23.387+02:00"
"656","Otello Corporation ASA","OTELLO","2020-05-07T07:00:22.79+02:00"
"657","Techstep ASA","TECH","2020-05-07T07:00:22.633+02:00"
"658","DNO ASA","DNO","2020-05-07T07:00:04.353+02:00"
"659","Sparebanken Vest","SVEG","2020-05-07T07:00:04.117+02:00"
"660","Sparebanken Vest","SVEG","2020-05-07T07:00:04.01+02:00"
"661","B2Holding ASA","B2H","2020-05-07T07:00:00+02:00"
"662","Equinor ASA","EQNR","2020-05-07T06:44:06.617+02:00"
"663","Equinor ASA","EQNR","2020-05-07T06:44:06.087+02:00"
"664","Grieg Seafood ASA","GSF","2020-05-07T06:00:11.907+02:00"
"665","Frende Holding AS","FRENDE","2020-05-06T16:01:34.557+02:00"
"666","Sparebanken Sør Boligkreditt AS","SORB","2020-05-06T15:42:16.893+02:00"
"667","Eksportfinans ASA","EKSPFI","2020-05-06T12:40:15.84+02:00"
"668","Eksportfinans ASA","EKSPFI","2020-05-06T12:39:45.313+02:00"
"669","Fana Sparebank Boligkreditt AS","FSBKR","2020-05-06T08:00:00+02:00"
"670","Romsdal Sparebank","ROMSB-ME","2020-05-06T08:00:00+02:00"
"671","Aker BP ASA","AKERBP","2020-05-06T07:00:28.247+02:00"
"672","Aker BP ASA","AKERBP","2020-05-06T07:00:28.167+02:00"
"673","NattoPharma ASA","NATTO","2020-05-06T07:00:20.323+02:00"
"674","NORBIT ASA","NORBIT","2020-05-06T07:00:09.977+02:00"
"675","NORBIT ASA","NORBIT","2020-05-06T07:00:09.713+02:00"
"676","Schibsted ASA","SCHA","2020-05-06T07:00:05.93+02:00"
"677","Ocean Yield ASA","OCY","2020-05-05T18:06:01.137+02:00"
"678","Sparebanken Sogn og Fjordane","SFSB","2020-05-05T17:49:35.67+02:00"
"679","Sparebanken Sogn og Fjordane","SFSB","2020-05-05T17:49:35.55+02:00"
"680","Polaris Media ASA","POL","2020-05-05T14:59:50.833+02:00"
"681","Skudenes og Aakra Sparebank","SKASB","2020-05-05T09:00:00+02:00"
"682","Gaming Innovation Group Inc","GIG","2020-05-05T08:05:16.963+02:00"
"683","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-05-05T07:21:48.973+02:00"
"684","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-05-05T07:21:48.967+02:00"
"685","Itera ASA","ITE","2020-05-05T07:15:00+02:00"
"686","Itera ASA","ITE","2020-05-05T07:15:00+02:00"
"687","Tomra Systems ASA","TOM","2020-05-05T07:00:31.783+02:00"
"688","Adevinta ASA","ADE","2020-05-05T07:00:10.61+02:00"
"689","Orkla ASA","ORK","2020-05-05T06:59:06.103+02:00"
"690","Orkla ASA","ORK","2020-05-05T06:59:05.713+02:00"
"691","Bakkafrost P/f","BAKKA","2020-05-05T06:00:30.407+02:00"
"692","Fibo Group AS","FBGR","2020-05-04T16:20:19.19+02:00"
"693","Fibo Group AS","FBGR","2020-05-04T16:20:19.137+02:00"
"694","Bluewater Holding B.V.","BLH","2020-05-04T15:46:40.527+02:00"
"695","Statkraft AS","STAEN","2020-05-04T12:00:01.007+02:00"
"696","Statkraft AS","STAEN","2020-05-04T12:00:00.977+02:00"
"697","Høland og Setskog Sparebank","HSPG","2020-05-01T08:00:00+02:00"
"698","Holmetjern Invest AS","HOLMIN","2020-04-30T20:30:00+02:00"
"699","Kommunalbanken AS","KOMB","2020-04-30T13:19:04.077+02:00"
"700","Kommunalbanken AS","KOMB","2020-04-30T13:19:03.9+02:00"
"701","Grieg Seafood ASA","GSF","2020-04-30T13:16:48.713+02:00"
"702","Jacob Holm & Sønner Holding A/S","JAHO","2020-04-30T13:03:10.05+02:00"
"703","Grue Sparebank","GRSB","2020-04-30T11:53:42.45+02:00"
"704","Aurskog Sparebank","AURG","2020-04-30T08:02:38.247+02:00"
"705","2020 Bulkers Ltd.","2020","2020-04-30T07:57:41.527+02:00"
"706","Storebrand Bank ASA","STORB","2020-04-30T07:45:10.687+02:00"
"707","Storebrand Bank ASA","STORB","2020-04-30T07:45:10.623+02:00"
"708","Storebrand Boligkreditt AS","STORK","2020-04-30T07:45:10.187+02:00"
"709","Storebrand Boligkreditt AS","STORK","2020-04-30T07:45:10.187+02:00"
"710","Pareto Bank ASA","PARB","2020-04-30T07:39:03.46+02:00"
"711","Storebrand Livsforsikring AS","STORL","2020-04-30T07:35:10.267+02:00"
"712","Storebrand Livsforsikring AS","STORL","2020-04-30T07:35:10.233+02:00"
"713","DnB Bank ASA","DNM","2020-04-30T07:32:09.353+02:00"
"714","Storebrand ASA","STB","2020-04-30T07:30:16.91+02:00"
"715","Storebrand ASA","STB","2020-04-30T07:30:16.597+02:00"
"716","Protector Forsikring ASA","PROTCT","2020-04-30T07:05:38.417+02:00"
"717","Protector Forsikring ASA","PROTCT","2020-04-30T07:05:38.217+02:00"
"718","Aker Solutions ASA","AKSO","2020-04-30T07:00:13.91+02:00"
"719","Polarcus Limited","PLCS","2020-04-30T07:00:05.267+02:00"
"720","Norwegian Finans Holding ASA","NOFI","2020-04-30T07:00:04.393+02:00"
"721","Bank Norwegian AS","BANKN","2020-04-30T07:00:03.8+02:00"
"722","Møre Boligkreditt AS","MOBK","2020-04-30T07:00:00+02:00"
"723","BN Bank ASA","BNB","2020-04-30T07:00:00+02:00"
"724","Bolig- og Næringskreditt AS","BNKR","2020-04-30T07:00:00+02:00"
"725","Sparebanken Møre","MORG","2020-04-30T07:00:00+02:00"
"726","Sparebanken Møre","MORG","2020-04-30T07:00:00+02:00"
"727","Helgeland Sparebank","HELG","2020-04-29T17:47:00+02:00"
"728","Norwegian Property ASA","NPRO","2020-04-29T17:28:59.5+02:00"
"729","Itera ASA","ITE","2020-04-29T17:19:43.357+02:00"
"730","Itera ASA","ITE","2020-04-29T17:19:43.347+02:00"
"731","Aker ASA","AKER","2020-04-29T16:08:18.813+02:00"
"732","KLP Banken AS","KLPB","2020-04-29T15:55:00+02:00"
"733","KLP Banken AS","KLPB","2020-04-29T15:55:00+02:00"
"734","KLP Boligkreditt AS","KLPBK","2020-04-29T15:55:00+02:00"
"735","KLP Boligkreditt AS","KLPBK","2020-04-29T15:55:00+02:00"
"736","KLP Kommunekreditt AS","KLPKK","2020-04-29T15:55:00+02:00"
"737","KLP Kommunekreditt AS","KLPKK","2020-04-29T15:55:00+02:00"
"738","Ekornes QM Holding AS","EKO","2020-04-29T14:32:58.8+02:00"
"739","Odfjell SE","ODF","2020-04-29T12:30:11.993+02:00"
"740","Odfjell SE","ODF","2020-04-29T12:30:11.93+02:00"
"741","Arcus ASA","ARCUS","2020-04-29T12:00:36.5+02:00"
"742","Helgeland Kraft AS","HELK","2020-04-29T10:10:13.873+02:00"
"743","Felleskjøpet Agri SA","FKOV","2020-04-29T10:00:12.493+02:00"
"744","Akershus Energi AS","NYSK","2020-04-29T08:00:00+02:00"
"745","Medistim ASA","MEDI","2020-04-29T07:55:00+02:00"
"746","Voss Veksel- og Landmandsbank ASA","VVL","2020-04-29T07:10:00+02:00"
"747","Q-Free ASA","QFR","2020-04-29T07:00:24.547+02:00"
"748","StrongPoint ASA","STRONG","2020-04-29T07:00:09.247+02:00"
"749","Borregaard ASA","BRG","2020-04-29T07:00:04.763+02:00"
