"","name","ticker","date"
"33","Medistim ASA","MEDI","2020-02-28T07:55:00+01:00"
"34","SeaBird Exploration PLC","SBX","2020-02-28T07:30:03.973+01:00"
"35","Element ASA","ELE","2020-02-28T07:30:00+01:00"
"36","Zalaris ASA","ZAL","2020-02-28T07:26:02.007+01:00"
"37","Jacob Holm & Sønner Holding A/S","JAHO","2020-02-28T07:07:18.357+01:00"
"38","Insr Insurance Group ASA","INSR","2020-02-28T07:00:15.59+01:00"
"39","Vistin Pharma ASA","VISTIN","2020-02-28T07:00:03.417+01:00"
"40","Infront ASA","INFRNT","2020-02-28T07:00:00+01:00"
"41","B2Holding ASA","B2H","2020-02-28T07:00:00+01:00"
"42","Okeanis Eco Tankers Corp.","OET","2020-02-28T06:30:00+01:00"
"43","Jinhui Shipping and Transport. Ltd","JIN","2020-02-28T05:13:49.55+01:00"
"44","Møller Mobility Group AS","MOLLG","2020-02-27T20:00:00+01:00"
"45","Petrolia SE","PSE","2020-02-27T19:01:27.667+01:00"
"46","Solstad Offshore ASA","SOFF","2020-02-27T17:09:57+01:00"
"47","Ziton A/S","ZITON","2020-02-27T17:00:00+01:00"
"48","Ziton A/S","ZITON","2020-02-27T17:00:00+01:00"
"49","Byggma ASA","BMA","2020-02-27T16:17:05.023+01:00"
"50","Småkraft AS","SMAKR","2020-02-27T13:40:25.71+01:00"
"51","Småkraft AS","SMAKR","2020-02-27T13:40:25.687+01:00"
"52","Sunndal Sparebank","SUNSB-ME","2020-02-27T12:55:53.75+01:00"
"53","Ekornes QM Holding AS","EKO","2020-02-27T09:00:01.737+01:00"
"54","Interoil Exploration and Prod. ASA","IOX","2020-02-27T08:54:20.557+01:00"
"55","Odfjell Drilling Ltd","ODL","2020-02-27T08:01:11.88+01:00"
"56","Odfjell Drilling Ltd","ODL","2020-02-27T08:00:10.473+01:00"
"57","Siem Offshore Inc.","SIOFF","2020-02-27T07:54:18.767+01:00"
"58","Borgestad ASA","BOR","2020-02-27T07:32:56.443+01:00"
"59","Kongsberg Automotive ASA","KOA","2020-02-27T07:30:17.637+01:00"
"60","Avance Gas Holding Ltd","AVANCE","2020-02-27T07:30:04.983+01:00"
"61","North Energy ASA","NORTH","2020-02-27T07:30:02.623+01:00"
"62","Höegh LNG Holdings Ltd","HLNG","2020-02-27T07:00:17.73+01:00"
"63","Otello Corporation ASA","OTELLO","2020-02-27T07:00:17.697+01:00"
"64","Polarcus Limited","PLCS","2020-02-27T07:00:03.977+01:00"
"65","IDEX Biometrics ASA","IDEX","2020-02-27T07:00:02.43+01:00"
"66","ADS Crude Carriers Plc","ADSC-ME","2020-02-27T06:30:00+01:00"
"67","AqualisBraemar ASA","AQUA","2020-02-27T06:00:00+01:00"
"68","Vizrt Group AS","VIZG","2020-02-26T15:39:40.377+01:00"
"69","Vizrt Group AS","VIZG","2020-02-26T10:00:00+01:00"
"70","Eidesvik Offshore ASA","EIOF","2020-02-26T08:30:00+01:00"
"71","Vow ASA","VOW","2020-02-26T08:00:02.93+01:00"
"72","Fjord1 ASA","FJORD","2020-02-26T08:00:00+01:00"
"73","Fjord1 ASA","FJORD","2020-02-26T08:00:00+01:00"
"74","Solon Eiendom ASA","SOLON","2020-02-26T08:00:00+01:00"
"75","Nekkar ASA","NKR","2020-02-26T07:55:02.743+01:00"
"76","Goodtech ASA","GOD","2020-02-26T07:50:00+01:00"
"77","Panoro Energy ASA","PEN","2020-02-26T07:30:26.407+01:00"
"78","NTS ASA","NTS","2020-02-26T07:13:37.113+01:00"
"79","Multiconsult ASA","MULTI","2020-02-26T07:00:41.407+01:00"
"80","PCI Biotech Holding ASA","PCIB","2020-02-26T07:00:04.84+01:00"
"81","FLEX LNG LTD","FLNG","2020-02-26T07:00:00+01:00"
"82","NEXT Biometrics Group ASA","NEXT","2020-02-26T07:00:00+01:00"
"83","Axxis Geo Solutions ASA","AGS","2020-02-26T07:00:00+01:00"
"84","Eidesvik Offshore ASA","EIOF","2020-02-25T17:00:00+01:00"
"85","MPC Container Ships ASA","MPCC","2020-02-25T15:00:04.73+01:00"
"86","Drangedal Sparebank","DTSB","2020-02-25T14:26:16.323+01:00"
"87","OTIGA Group AS","OTIG","2020-02-25T12:00:00+01:00"
"88","Avance Gas Holding Ltd","AVANCE","2020-02-25T08:00:01.85+01:00"
"89","Siccar Point Energy Bonds plc","SPEB","2020-02-25T08:00:00+01:00"
"90","Reach Subsea ASA","REACH","2020-02-25T07:30:00+01:00"
"91","Itera ASA","ITE","2020-02-25T07:15:00+01:00"
"92","Itera ASA","ITE","2020-02-25T07:15:00+01:00"
"93","Norwegian Energy Company ASA","NOR","2020-02-25T07:00:17.397+01:00"
"94","Observe Medical ASA","OBSERV","2020-02-25T07:00:13.71+01:00"
"95","Klaveness Combination Carriers ASA","KCC","2020-02-25T07:00:00+01:00"
"96","EAM Solar ASA","EAM","2020-02-25T07:00:00+01:00"
"97","Austevoll Seafood ASA","AUSS","2020-02-25T07:00:00+01:00"
"98","Austevoll Seafood ASA","AUSS","2020-02-25T07:00:00+01:00"
"99","Lerøy Seafood Group ASA","LSG","2020-02-25T06:30:08.603+01:00"
"100","Lerøy Seafood Group ASA","LSG","2020-02-25T06:30:07.887+01:00"
"101","Bouvet ASA","BOUVET","2020-02-25T06:30:00+01:00"
"102","Bouvet ASA","BOUVET","2020-02-25T06:30:00+01:00"
"103","Bakkafrost P/f","BAKKA","2020-02-25T06:00:19.55+01:00"
"104","Medistim ASA","MEDI","2020-02-24T13:37:33.48+01:00"
"105","Infront ASA","INFRNT","2020-02-24T09:50:53.33+01:00"
"106","SeaBird Exploration PLC","SBX","2020-02-24T08:30:01.587+01:00"
"107","Belships ASA","BEL","2020-02-21T15:37:31.107+01:00"
"108","Insr Insurance Group ASA","INSR","2020-02-21T14:35:03.59+01:00"
"109","Diana Shipping Inc","DIASH","2020-02-21T14:32:36.74+01:00"
"110","Haugesund Sparebank","HGSB","2020-02-21T08:02:12.34+01:00"
"111","DOF ASA","DOF","2020-02-21T08:00:18.207+01:00"
"112","Floatel International Ltd","FLOAT","2020-02-20T13:08:57.687+01:00"
"113","Helgeland Kraft AS","HELK","2020-02-20T12:10:45.673+01:00"
"114","Fjord1 ASA","FJORD","2020-02-20T08:27:56.237+01:00"
"115","Fjord1 ASA","FJORD","2020-02-20T08:27:56.207+01:00"
"116","ContextVision AB","COV","2020-02-20T08:00:02.977+01:00"
"117","ContextVision AB","COV","2020-02-20T08:00:02.757+01:00"
"118","Tomra Systems ASA","TOM","2020-02-20T07:00:18.25+01:00"
"119","Norwegian Finans Holding ASA","NOFI","2020-02-20T07:00:04.577+01:00"
"120","Bank Norwegian AS","BANKN","2020-02-20T07:00:04.467+01:00"
"121","Norwegian Finans Holding ASA","NOFI","2020-02-20T07:00:04.233+01:00"
"122","Bank Norwegian AS","BANKN","2020-02-20T07:00:04.14+01:00"
"123","Floatel International Ltd","FLOAT","2020-02-19T18:09:26.727+01:00"
"124","Eidesvik Offshore ASA","EIOF","2020-02-19T14:00:00+01:00"
"125","Bouvet ASA","BOUVET","2020-02-19T09:29:29.69+01:00"
"126","Bouvet ASA","BOUVET","2020-02-19T09:29:29.597+01:00"
"127","Wilson ASA","WILS","2020-02-19T08:20:44.907+01:00"
"128","Pioneer Property Group ASA","PPG PREF","2020-02-19T08:00:00+01:00"
"129","NattoPharma ASA","NATTO","2020-02-19T07:00:12.5+01:00"
"130","Austevoll Seafood ASA","AUSS","2020-02-18T15:26:04.807+01:00"
"131","Austevoll Seafood ASA","AUSS","2020-02-18T15:26:04.76+01:00"
"132","Lerøy Seafood Group ASA","LSG","2020-02-18T15:16:05.703+01:00"
"133","Lerøy Seafood Group ASA","LSG","2020-02-18T15:16:05.687+01:00"
"134","Golden Ocean Group Limited","GOGL","2020-02-18T13:17:55.28+01:00"
"135","SFL Corporation Ltd.","SFLN","2020-02-18T12:34:08.903+01:00"
"136","Voss Veksel- og Landmandsbank ASA","VVL","2020-02-18T10:08:30.493+01:00"
"137","Itera ASA","ITE","2020-02-18T09:11:48.063+01:00"
"138","Itera ASA","ITE","2020-02-18T09:11:48.003+01:00"
"139","Golden Ocean Group Limited","GOGL","2020-02-18T08:01:05.897+01:00"
"140","Avance Gas Holding Ltd","AVANCE","2020-02-18T08:00:01.953+01:00"
"141","Gaming Innovation Group Inc","GIG","2020-02-18T08:00:00+01:00"
"142","Gaming Innovation Group Ltd.","GIGLTD","2020-02-18T08:00:00+01:00"
"143","Surnadal Sparebank","SUSB-ME","2020-02-18T07:00:00+01:00"
"144","Norlandia Health & Care Group AS","NHC","2020-02-18T07:00:00+01:00"
"145","Polarcus Limited","PLCS","2020-02-18T06:37:32.607+01:00"
"146","Grue Sparebank","GRSB","2020-02-17T10:51:49.03+01:00"
"147","Zenith Energy Ltd","ZENA-ME","2020-02-14T19:21:03.377+01:00"
"148","Pandion Energy AS","PANE","2020-02-14T17:00:00+01:00"
"149","Eidsiva Energi AS","EIEN","2020-02-14T14:02:46.933+01:00"
"150","Jacktel AS","JACKT","2020-02-14T13:33:31.763+01:00"
"151","Avinor AS","AVINOR","2020-02-14T13:28:27.077+01:00"
"152","Avinor AS","AVINOR","2020-02-14T13:28:10.097+01:00"
"153","Eiendomskreditt AS","EIKR","2020-02-14T11:22:58.153+01:00"
"154","SpareBank 1 Hallingdal Valdres","SBHA","2020-02-14T10:50:00+01:00"
"155","Sparebanken Sogn og Fjordane","SFSB","2020-02-14T10:36:07.097+01:00"
"156","Sparebanken Sogn og Fjordane","SFSB","2020-02-14T10:34:30.017+01:00"
"157","SpareBank 1 Nordvest","SNOR","2020-02-14T09:00:00+01:00"
"158","Bonheur ASA","BON","2020-02-14T08:32:10.847+01:00"
"159","Bonheur ASA","BON","2020-02-14T08:30:09.343+01:00"
"160","Posten Norge AS","POSTEN","2020-02-14T08:15:00+01:00"
"161","Posten Norge AS","POSTEN","2020-02-14T08:15:00+01:00"
"162","AF Gruppen ASA","AFG","2020-02-14T08:15:00+01:00"
"163","AF Gruppen ASA","AFG","2020-02-14T08:15:00+01:00"
"164","Sogn Sparebank","SOGN","2020-02-14T08:05:05.793+01:00"
"165","AKVA group ASA","AKVA","2020-02-14T08:00:07.107+01:00"
"166","Magnora ASA","MGN","2020-02-14T08:00:00+01:00"
"167","Ultimovacs ASA","ULTIMO","2020-02-14T08:00:00+01:00"
"168","Arendals Fossekompani ASA","AFK","2020-02-14T08:00:00+01:00"
"169","Endúr ASA","ENDUR","2020-02-14T07:43:20.067+01:00"
"170","Endúr ASA","ENDUR","2020-02-14T07:43:20.033+01:00"
"171","Gentian Diagnostics AS","GENT-ME","2020-02-14T07:40:00+01:00"
"172","BRAbank ASA","BRA-ME","2020-02-14T07:36:08.257+01:00"
"173","BRAbank ASA","BRA-ME","2020-02-14T07:34:41.617+01:00"
"174","poLight ASA","PLT","2020-02-14T07:00:20.637+01:00"
"175","Aker ASA","AKER","2020-02-14T07:00:13.027+01:00"
"176","TietoEVRY Oyj","TIETOO","2020-02-14T07:00:11.087+01:00"
"177","Archer Limited","ARCHER","2020-02-14T07:00:09.79+01:00"
"178","NORBIT ASA","NORBIT","2020-02-14T07:00:06.603+01:00"
"179","Sbanken ASA","SBANK","2020-02-14T07:00:06.087+01:00"
"180","Sbanken ASA","SBANK","2020-02-14T07:00:05.947+01:00"
"181","NORBIT ASA","NORBIT","2020-02-14T07:00:05.777+01:00"
"182","Sbanken Boligkreditt AS","SBANBK","2020-02-14T07:00:03.9+01:00"
"183","Polaris Media ASA","POL","2020-02-14T07:00:00+01:00"
"184","Ice Group ASA","ICE","2020-02-14T07:00:00+01:00"
"185","AF Gruppen ASA","AFG","2020-02-14T07:00:00+01:00"
"186","AF Gruppen ASA","AFG","2020-02-14T07:00:00+01:00"
"187","REC Silicon ASA","REC","2020-02-14T06:55:01.543+01:00"
"188","Melhus Sparebank","MELG","2020-02-13T18:26:44.33+01:00"
"189","Wilh. Wilhelmsen Holding ASA","WWI","2020-02-13T18:00:00+01:00"
"190","Orkla ASA","ORK","2020-02-13T17:00:02.23+01:00"
"191","Orkla ASA","ORK","2020-02-13T17:00:02.17+01:00"
"192","Sparebanken Sogn og Fjordane","SFSB","2020-02-13T17:00:00+01:00"
"193","Sparebanken Sogn og Fjordane","SFSB","2020-02-13T17:00:00+01:00"
"194","Fana Sparebank","FSB","2020-02-13T16:53:34.19+01:00"
"195","Magseis Fairfield ASA","MSEIS","2020-02-13T16:42:56.843+01:00"
"196","Magseis Fairfield ASA","MSEIS","2020-02-13T16:34:58.517+01:00"
"197","BKK AS","BKK","2020-02-13T14:35:18.167+01:00"
"198","SpareBank 1 Nordvest","SNOR","2020-02-13T12:55:00+01:00"
"199","Totens Sparebank","TOTG","2020-02-13T12:00:00+01:00"
"200","Skue Sparebank","SKUE","2020-02-13T11:48:55.333+01:00"
"201","SpareBank 1 Søre Sunnmøre","SBSS","2020-02-13T10:00:00+01:00"
"202","Arcus ASA","ARCUS","2020-02-13T09:15:41.72+01:00"
"203","Tine SA","TINE","2020-02-13T08:50:00+01:00"
"204","Sandnes Sparebank","SADG","2020-02-13T08:00:00+01:00"
"205","Sparebanken Øst","SPOG","2020-02-13T07:55:00+01:00"
"206","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:30:08.55+01:00"
"207","Olav Thon Eiendomsselskap ASA","OLT","2020-02-13T07:30:00+01:00"
"208","Olav Thon Eiendomsselskap ASA","OLT","2020-02-13T07:30:00+01:00"
"209","SATS ASA","SATS","2020-02-13T07:30:00+01:00"
"210","S.D. Standard Drilling Plc","SDSD","2020-02-13T07:10:00+01:00"
"211","Saga Tankers ASA","SAGA","2020-02-13T07:03:03.763+01:00"
"212","OKEA ASA","OKEA","2020-02-13T07:00:20.517+01:00"
"213","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:00:19.237+01:00"
"214","Q-Free ASA","QFR","2020-02-13T07:00:18.597+01:00"
"215","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:00:17.47+01:00"
"216","Elkem ASA","ELK","2020-02-13T07:00:14.72+01:00"
"217","Techstep ASA","TECH","2020-02-13T07:00:12.423+01:00"
"218","Techstep ASA","TECH","2020-02-13T07:00:12.33+01:00"
"219","Akastor ASA","AKA","2020-02-13T07:00:10.41+01:00"
"220","Schibsted ASA","SCHA","2020-02-13T07:00:05.317+01:00"
"221","Kitron ASA","KIT","2020-02-13T07:00:03.8+01:00"
"222","Kitron ASA","KIT","2020-02-13T07:00:03.003+01:00"
"223","Navamedic ASA","NAVA","2020-02-13T07:00:00+01:00"
"224","Navamedic ASA","NAVA","2020-02-13T07:00:00+01:00"
"225","Fjordkraft Holding ASA","FKRAFT","2020-02-13T07:00:00+01:00"
"226","Fjordkraft Holding ASA","FKRAFT","2020-02-13T07:00:00+01:00"
"227","Norwegian Air Shuttle ASA","NAS","2020-02-13T07:00:00+01:00"
"228","Arcus ASA","ARCUS","2020-02-13T06:50:13.483+01:00"
"229","Jæren Sparebank","JAEREN","2020-02-13T06:30:00+01:00"
"230","Grieg Seafood ASA","GSF","2020-02-13T06:00:07.35+01:00"
"231","Ocean Yield ASA","OCY","2020-02-12T19:11:50.47+01:00"
"232","Ocean Yield ASA","OCY","2020-02-12T19:05:37.067+01:00"
"233","Golden Ocean Group Limited","GOGL","2020-02-12T17:06:46.603+01:00"
"234","NRC Group ASA","NRC","2020-02-12T16:31:47.52+01:00"
"235","ABG Sundal Collier Holding ASA","ASC","2020-02-12T08:00:00+01:00"
"236","Carasent ASA","CARA","2020-02-12T08:00:00+01:00"
"237","SSB Boligkreditt AS","SSBB","2020-02-12T08:00:00+01:00"
"238","Philly Shipyard ASA","PHLY","2020-02-12T07:50:01.897+01:00"
"239","Storebrand Bank ASA","STORB","2020-02-12T07:40:07.923+01:00"
"240","Storebrand Bank ASA","STORB","2020-02-12T07:40:07.86+01:00"
"241","Storebrand Boligkreditt AS","STORK","2020-02-12T07:40:07.39+01:00"
"242","Storebrand Boligkreditt AS","STORK","2020-02-12T07:40:07.377+01:00"
"243","Storebrand Livsforsikring AS","STORL","2020-02-12T07:35:06.543+01:00"
"244","Storebrand Livsforsikring AS","STORL","2020-02-12T07:35:06.51+01:00"
"245","Storebrand ASA","STB","2020-02-12T07:30:11.427+01:00"
"246","Storebrand ASA","STB","2020-02-12T07:30:10.537+01:00"
"247","Selvaag Bolig ASA","SBO","2020-02-12T07:00:35.967+01:00"
"248","Selvaag Bolig ASA","SBO","2020-02-12T07:00:35.937+01:00"
"249","StrongPoint ASA","STRONG","2020-02-12T07:00:16.063+01:00"
"250","Self Storage Group ASA","SSG","2020-02-12T07:00:15.78+01:00"
"251","StrongPoint ASA","STRONG","2020-02-12T07:00:14.797+01:00"
"252","Webstep ASA","WSTEP","2020-02-12T07:00:11.407+01:00"
"253","Hexagon Composites ASA","HEX","2020-02-12T07:00:10.297+01:00"
"254","Adevinta ASA","ADE","2020-02-12T07:00:07.577+01:00"
"255","Kværner ASA","KVAER","2020-02-12T07:00:05.327+01:00"
"256","Kværner ASA","KVAER","2020-02-12T07:00:03.67+01:00"
"257","Axactor SE","AXA","2020-02-12T07:00:00+01:00"
"258","Kongsberg Gruppen ASA","KOG","2020-02-12T07:00:00+01:00"
"259","Kongsberg Gruppen ASA","KOG","2020-02-12T07:00:00+01:00"
"260","Mowi ASA","MOWI","2020-02-12T06:30:12.063+01:00"
"261","Mowi ASA","MOWI","2020-02-12T06:30:11.377+01:00"
"262","Instabank ASA","INSTA-ME","2020-02-11T20:14:21.717+01:00"
"263","OBOS Boligkreditt AS","OBBK","2020-02-11T17:13:00+01:00"
"264","OBOS Boligkreditt AS","OBBK","2020-02-11T17:13:00+01:00"
"265","OBOS-banken AS","OBOSBK","2020-02-11T17:13:00+01:00"
"266","OBOS BBL","OBOS","2020-02-11T17:12:00+01:00"
"267","SFL Corporation Ltd.","SFLN","2020-02-11T16:53:44.583+01:00"
"268","Eksportfinans ASA","EKSPFI","2020-02-11T15:13:25.457+01:00"
"269","Eksportfinans ASA","EKSPFI","2020-02-11T15:12:49.297+01:00"
"270","Totens Sparebank Boligkreditt AS","TSBK","2020-02-11T13:51:20.793+01:00"
"271","Agder Energi AS","AEN","2020-02-11T13:20:02.253+01:00"
"272","SpareBank 1 Ringerike Hadeland","RING","2020-02-11T12:29:15.35+01:00"
"273","Totens Sparebank","TOTG","2020-02-11T12:20:22.79+01:00"
"274","Deep Drilling 1 PTE. LTD","DEED","2020-02-11T11:52:51.73+01:00"
"275","Fana Sparebank Boligkreditt AS","FSBKR","2020-02-11T08:59:56.38+01:00"
"276","2020 Bulkers Ltd.","2020","2020-02-11T08:38:39.437+01:00"
"277","Nordic Mining ASA","NOM","2020-02-11T08:00:11.997+01:00"
"278","Lillestrøm Sparebank","LSTSB-ME","2020-02-11T08:00:00+01:00"
"279","Veidekke ASA","VEI","2020-02-11T07:00:15.757+01:00"
"280","Veidekke ASA","VEI","2020-02-11T07:00:15.367+01:00"
"281","Aker BP ASA","AKERBP","2020-02-11T07:00:08.977+01:00"
"282","Aker BP ASA","AKERBP","2020-02-11T07:00:08.773+01:00"
"283","Crayon Group Holding ASA","CRAYON","2020-02-11T07:00:00+01:00"
"284","Odfjell SE","ODF","2020-02-11T06:57:18.057+01:00"
"285","Odfjell SE","ODF","2020-02-11T06:57:18.027+01:00"
"286","Self Storage Group ASA","SSG","2020-02-10T12:48:41.553+01:00"
"287","AF Gruppen ASA","AFG","2020-02-10T10:30:00+01:00"
"288","AF Gruppen ASA","AFG","2020-02-10T10:30:00+01:00"
"289","BRAbank ASA","BRA-ME","2020-02-10T08:57:59.437+01:00"
"290","StrongPoint ASA","STRONG","2020-02-07T09:05:38.65+01:00"
"291","Hofseth BioCare ASA","HBC","2020-02-07T08:45:02.65+01:00"
"292","SpareBank 1 BV","SBVG","2020-02-07T08:30:00+01:00"
"293","SpareBank 1 Østlandet","SPOL","2020-02-07T08:06:23.753+01:00"
"294","SpareBank 1 Østlandet","SPOL","2020-02-07T08:02:40.25+01:00"
"295","Yara International ASA","YAR","2020-02-07T08:00:14.29+01:00"
"296","Yara International ASA","YAR","2020-02-07T08:00:14.147+01:00"
"297","SpareBank 1 Østfold Akershus","SOAG","2020-02-07T08:00:00+01:00"
"298","Høland og Setskog Sparebank","HSPG","2020-02-07T08:00:00+01:00"
"299","SpareBank 1 Østlandet","SPOL","2020-02-07T07:30:00+01:00"
"300","SpareBank 1 Østlandet","SPOL","2020-02-07T07:30:00+01:00"
"301","Aker Solutions ASA","AKSO","2020-02-07T07:00:10.923+01:00"
"302","Nordic Semiconductor ASA","NOD","2020-02-07T07:00:00+01:00"
"303","SpareBank 1 BV","SBVG","2020-02-07T07:00:00+01:00"
"304","SpareBank 1 BV","SBVG","2020-02-07T07:00:00+01:00"
"305","XXL ASA","XXL","2020-02-07T06:59:56.3+01:00"
"306","Norsk Hydro ASA","NHY","2020-02-07T06:59:11.277+01:00"
"307","Norsk Hydro ASA","NHY","2020-02-07T06:59:10.917+01:00"
"308","Grieg Seafood ASA","GSF","2020-02-06T16:05:08.77+01:00"
"309","Sparebanken Sør","SOR","2020-02-06T15:09:41.427+01:00"
"310","Eika Gruppen AS","EIKA","2020-02-06T15:05:18.57+01:00"
"311","Eika Forsikring AS","EIKF","2020-02-06T14:35:00+01:00"
"312","Eika Gruppen AS","EIKA","2020-02-06T14:35:00+01:00"
"313","Arcus ASA","ARCUS","2020-02-06T13:36:25.147+01:00"
"314","Aker ASA","AKER","2020-02-06T13:28:29.403+01:00"
"315","GasLog Ltd","GLOG","2020-02-06T13:00:00+01:00"
"316","OBOS BBL","OBOS","2020-02-06T12:57:02.353+01:00"
"317","Q-Free ASA","QFR","2020-02-06T11:54:51.867+01:00"
"318","SpareBank 1 Østfold Akershus","SOAG","2020-02-06T11:22:46.443+01:00"
"319","Bank2 ASA","BANKTO","2020-02-06T10:28:09.137+01:00"
"320","DnB Bank ASA","DNM","2020-02-06T07:31:17.16+01:00"
"321","DnB Bank ASA","DNM","2020-02-06T07:31:17.13+01:00"
"322","DNB ASA","DNB","2020-02-06T07:30:22.39+01:00"
"323","DNB ASA","DNB","2020-02-06T07:30:22.373+01:00"
"324","Sparebanken Telemark","SBTE","2020-02-06T07:15:00+01:00"
"325","Atea ASA","ATEA","2020-02-06T07:00:22.543+01:00"
"326","DNO ASA","DNO","2020-02-06T07:00:05.667+01:00"
"327","Prosafe SE","PRS","2020-02-06T07:00:04.167+01:00"
"328","Orkla ASA","ORK","2020-02-06T07:00:02.697+01:00"
"329","Orkla ASA","ORK","2020-02-06T07:00:02.607+01:00"
"330","Protector Forsikring ASA","PROTCT","2020-02-06T07:00:00+01:00"
"331","Protector Forsikring ASA","PROTCT","2020-02-06T07:00:00+01:00"
"332","Orkla ASA","ORK","2020-02-06T06:59:04.96+01:00"
"333","Orkla ASA","ORK","2020-02-06T06:59:04.867+01:00"
"334","Equinor ASA","EQNR","2020-02-06T06:43:09.717+01:00"
"335","Equinor ASA","EQNR","2020-02-06T06:43:09.7+01:00"
"336","Nordea Bank Abp","NDA","2020-02-06T06:30:27.093+01:00"
"337","Nordea Bank Abp","NDA","2020-02-06T06:30:27.077+01:00"
"338","Romsdal Sparebank","ROMSB-ME","2020-02-05T19:34:53.907+01:00"
"339","Sparebanken Sør Boligkreditt AS","SORB","2020-02-05T15:27:22.673+01:00"
"340","KLP Boligkreditt AS","KLPBK","2020-02-05T14:19:30.05+01:00"
"341","KLP Banken AS","KLPB","2020-02-05T14:14:16.737+01:00"
"342","KLP Banken AS","KLPB","2020-02-05T14:14:16.59+01:00"
"343","KLP Boligkreditt AS","KLPBK","2020-02-05T14:13:00+01:00"
"344","KLP Boligkreditt AS","KLPBK","2020-02-05T14:13:00+01:00"
"345","KLP Kommunekreditt AS","KLPKK","2020-02-05T14:11:07.9+01:00"
"346","KLP Kommunekreditt AS","KLPKK","2020-02-05T14:11:07.8+01:00"
"347","Odfjell SE","ODF","2020-02-05T14:02:04.117+01:00"
"348","Odfjell SE","ODF","2020-02-05T14:02:04.087+01:00"
"349","Helgeland Sparebank","HELG","2020-02-05T12:28:24.903+01:00"
"350","Axactor SE","AXA","2020-02-05T11:14:50.92+01:00"
"351","Stadshypotek AB (publ)","STHY","2020-02-05T11:00:16.33+01:00"
"352","Helgeland Boligkreditt AS","HEBK","2020-02-05T08:27:45.063+01:00"
"353","Helgeland Boligkreditt AS","HEBK","2020-02-05T08:26:55.497+01:00"
"354","SR-Boligkreditt AS","SRBOL","2020-02-05T08:15:00+01:00"
"355","SR-Boligkreditt AS","SRBOL","2020-02-05T08:15:00+01:00"
"356","Yara International ASA","YAR","2020-02-05T08:00:01.883+01:00"
"357","Yara International ASA","YAR","2020-02-05T08:00:01.82+01:00"
"358","SpareBank 1 SR-Bank ASA","SRBANK","2020-02-05T07:30:18.217+01:00"
"359","SpareBank 1 SR-Bank ASA","SRBANK","2020-02-05T07:30:18.187+01:00"
"360","SVENSKA HANDELSBANKEN AB","SHB","2020-02-05T07:00:10.933+01:00"
"361","Borregaard ASA","BRG","2020-02-05T07:00:05.357+01:00"
"362","Wilh. Wilhelmsen Holding ASA","WWI","2020-02-04T10:30:00+01:00"
"363","Vasakronan AB","VASA","2020-01-30T10:48:54.153+01:00"
"364","AB Stena Metall Finans","SMF","2020-01-30T08:30:00+01:00"
"365","Aurskog Sparebank","AURG","2020-01-30T08:24:01.757+01:00"
"366","Data Respons ASA","DAT","2020-01-30T07:30:10.69+01:00"
"367","Data Respons ASA","DAT","2020-01-30T07:30:10.647+01:00"
"368","Europris ASA","EPR","2020-01-30T07:00:28.36+01:00"
"369","ArcticZymes Technologies ASA","AZT","2020-01-30T07:00:18.627+01:00"
"370","ArcticZymes Technologies ASA","AZT","2020-01-30T07:00:17.643+01:00"
"371","PGS ASA","PGS","2020-01-30T07:00:09+01:00"
"372","Sparebanken Vest","SVEG","2020-01-30T07:00:06.56+01:00"
"373","Sparebanken Vest","SVEG","2020-01-30T07:00:06.403+01:00"
"374","Sparebanken Møre","MORG","2020-01-30T07:00:00+01:00"
"375","Sparebanken Møre","MORG","2020-01-30T07:00:00+01:00"
"376","Møre Boligkreditt AS","MOBK","2020-01-30T07:00:00+01:00"
"377","Frende Holding AS","FRENDE","2020-01-29T16:34:17.507+01:00"
"378","Self Storage Group ASA","SSG","2020-01-29T08:53:57.12+01:00"
"379","Voss Veksel- og Landmandsbank ASA","VVL","2020-01-29T07:15:00+01:00"
"380","Telenor ASA","TEL","2020-01-29T07:00:00+01:00"
"381","Telenor ASA","TEL","2020-01-29T07:00:00+01:00"
"382","Bolig- og Næringskreditt AS","BNKR","2020-01-28T08:00:00+01:00"
"383","BN Bank ASA","BNB","2020-01-28T08:00:00+01:00"
"384","Brage Finans AS","BRFI","2020-01-27T15:32:48.867+01:00"
"385","AKVA group ASA","AKVA","2020-01-26T14:14:13.147+01:00"
"386","Aker Solutions ASA","AKSO","2020-01-24T09:00:14.043+01:00"
"387","Scatec Solar ASA","SSO","2020-01-24T07:00:07.087+01:00"
"388","StrongPoint ASA","STRONG","2020-01-23T15:32:01.09+01:00"
"389","Pareto Bank ASA","PARB","2020-01-23T07:28:32.677+01:00"
"390","Voss Sparebank","VOSSB","2020-01-22T14:30:33.737+01:00"
"391","Gjensidige Forsikring ASA","GJF","2020-01-22T07:00:18.873+01:00"
"392","Gjensidige Forsikring ASA","GJF","2020-01-22T07:00:18.313+01:00"
"393","Gjensidige Pensjonsforsikring AS","GJEPF","2020-01-22T07:00:16.767+01:00"
"394","Pareto Bank ASA","PARB","2020-01-20T09:34:52.95+01:00"
"395","Pareto Bank ASA","PARB","2020-01-20T09:34:52.83+01:00"
"396","Yara International ASA","YAR","2020-01-17T08:00:01.827+01:00"
